Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,3,6,3,14,1,3,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,2
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,2,2,31,1,1,1
2017,1,6,1,14,1,1,1
2017,1,28,28,6,4,24,1
2017,2,6,2,14,2,1,1
2017,2,6,2,14,1,2,1
2017,10,6,10,14,1,10,1
2017,3,6,3,14,3,1,1
2017,2,6,2,14,1,2,1
2017,14,6,14,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,3,3,18,1,1,1
2017,10,6,10,8,1,1,6
2017,1,6,1,14,1,1,1
2017,3,6,3,9,1,1,1
2017,3,6,3,40,1,2,1
2017,2,6,2,14,1,2,1
2017,3,6,3,14,1,3,1
2017,2,6,2,14,1,2,1
2017,3,1,4,2,1,1,1
2017,31,6,31,14,18,1,3
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,1,1,1,1
2017,4,6,4,4,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,7,6,7,14,2,8,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,12,12,14,1,2,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,5,6,5,14,1,5,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,5,8,4,1,3,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,35,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,19,6,19,14,15,4,10
2017,1,6,1,14,1,1,1
2017,7,6,7,13,7,1,1
2017,26,6,26,14,13,13,8
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,2,6,2,29,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,2,6,14,3,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,120,120,1,25,95,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,12,6,12,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,5,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,3,6,3,1,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,3,3,4,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,1,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,16,6,16,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,8,2,8
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,13,6,13,14,8,5,6
2017,20,6,20,14,1,1,1
2017,2,6,2,14,1,2,1
2017,10,6,10,14,1,1,1
2017,7,6,7,14,1,7,1
2017,2,6,2,14,1,2,2
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,12,6,18,14,4,14,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,29,6,35,85,12,17,29
2017,1,6,1,11,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,8,6,8,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,10,11,6,5,3,3
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,2,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,14,1,1,1
2017,1,2,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,3,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,9,6,9,14,1,9,1
2017,7,6,7,14,1,7,1
2017,5,6,5,14,1,5,1
2017,2,6,2,10,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,3,6,3,14,3,1,1
2017,6,6,6,14,6,1,1
2017,1,6,1,14,1,1,1
2017,1,68,68,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,2,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,4,6,4,14,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,4,2
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,7,2,1,2
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,2,1
2017,46,3,49,38,1,8,1
2017,1,6,1,11,1,1,1
2017,1,6,1,14,1,1,1
2017,11,6,11,7,1,1,1
2017,1,6,1,14,1,1,1
2017,11,30,41,24,5,1,6
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,2
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,10,6,10,14,2,2,2
2017,5,6,5,14,1,1,1
2017,2,6,2,14,1,2,1
2017,3,6,3,14,1,3,1
2017,6,6,6,14,1,1,1
2017,2,6,2,14,2,1,1
2017,1,6,1,23,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,28,6,28,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,15,6,15,14,1,1,1
2017,7,6,7,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,1,37,37,13,1,1,1
2017,15,16,31,19,7,8,11
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,5,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,7,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,9,7,16,8,1,4,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,9,6,9,14,4,5,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,7,3,1,1,1
2017,4,6,4,14,1,4,1
2017,6,6,6,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,3,2
2017,1,6,1,17,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,2,1
2017,1,6,1,14,1,1,1
2017,3,6,3,139,2,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,4,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,5,1,1,1
2017,3,6,3,7,1,1,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,3,6,3,14,3,1,1
2017,3,6,3,14,1,2,2
2017,1,6,1,14,1,1,1
2017,23,40,63,17,7,1,15
2017,1,6,1,14,1,1,1
2017,1,2,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,24,14,38,40,1,1,1
2017,23,6,23,14,1,1,1
2017,1,6,1,14,1,1,1
2017,3,6,3,14,1,3,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,90,97,40,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,5,6,5,14,1,5,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,5,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,13,39,52,14,6,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,33,6,33,326,11,22,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,300,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,53,1,4,1
2018,1,6,1,14,1,1,1
2018,1,6,6,52,1,1,1
2018,6,6,6,14,1,1,1
2018,1,5,5,30,1,1,1
2018,1,6,1,14,1,1,1
2018,1,61,61,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,47,1,1,1
2018,2,128,130,55,1,1,20
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,15,6,15,14,1,15,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,8,6,8,14,1,8,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,3,3,24,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,4,6,4,19,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,2,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,100,1,1,1
2018,2,6,2,14,1,2,2
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,9,0,9,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,56,1,1,1
2018,1,6,1,22,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,3,1,1,1
2018,1,6,1,2,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,1,3,16,3,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,54,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,16,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,38,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,6,6,6,14,3,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,21,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,4,6,4,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,10,1,2,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,2,1
2018,7,6,7,14,2,2,2
2018,1,6,1,14,1,1,1
2018,1,3,3,10,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,2,4,5,1,3,3
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,2,5,160,2,3,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,19,25,44,103,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,164,1,1,1
2018,2,6,2,1,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,8,6,8,90,1,1,6
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,9,6,9,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,17,17,18,1,1,1
2018,1,6,1,3,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,1,1,1
2018,3,6,3,14,1,3,3
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,4,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,10,10,32,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,8,6,8,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,1,2,66,1,1,1
2018,6,1,7,79,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,10,11,3,1,5,1
2018,9,6,9,4,2,1,7
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,15,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,6,6,6,10,2,1,3
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,6,6,6,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
