Web ID,Region of Incident,Reported day,Reported Month,Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,URL,UNSD Geographical Grouping,Longitude,Latitude
51994,Southeast Asia,3,9,2019,1,6,1,14,1,1,1,Killed by landmine blast,"Myanmar-Bangladesh border, near Gundum border town","AFP, BDnews24",3,South-eastern Asia,"http://bit.ly/2kthQzC, http://bit.ly/2ktqRsz",South-eastern Asia,21.191071718689,92.183833394287
52412,Central America,2,9,2019,1,6,1,14,1,1,1,Fall from train,"Train tracks near Santa Ana Chiautempan, Tlaxcala, Mexico",Puebla Roja,1,Central America,http://bit.ly/2kj1ud2,Central America,19.314037774345,-98.190767327239
52423,Middle East,2,9,2019,1,6,1,14,1,1,1,Drowning,"Irrigation canal in Yenikarpuzlu, İpsala, Edirne, Turkey","EASO Social Media Monitoring Reports, Hurriyet, CNN Türk",3,Western Asia,"http://bit.ly/2mkiikB, http://bit.ly/2kzS4dj",Western Asia,40.825420088134,26.292042608479
51984,Mediterranean,1,9,2019,1,6,1,14,1,1,1,Cardiac arrest,"Port of Ceuta, Spain",El Faro de Ceuta,3,Western Mediterranean,"http://bit.ly/2knjgvs, http://bit.ly/2lo2Kvs",Uncategorized,35.893350500000,-5.320966600000
51986,North Africa,1,9,2019,11,6,11,3,1,1,1,Vehicle Accident,"400km north of Bordj Badji Mokhtar, en route to Reggane, Adrar, Algeria","El Watan, Réflexion, ALG24",3,Northern Africa,"http://bit.ly/2ls8dBC, http://bit.ly/2knudgA, http://bit.ly/2lu3Zcy",Northern Africa,24.404460353983,-0.316673172573
51992,US-Mexico Border,1,9,2019,1,6,1,14,1,1,1,Drowning,"American Canal near El Paso, El Paso County, Texas, USA",US Border Patrol,5,Northern America,http://bit.ly/2lzTlky,Northern America,31.751634695944,-106.492510924610
52416,US-Mexico Border,31,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Northern America,http://www.humaneborders.info/,Northern America,31.545539900000,-111.307293900000
51985,North Africa,29,8,2019,1,22,23,9,1,1,1,Drowning,"65km north of Dakhla, Western Sahara Territory / Morocco - en route to the Canary Islands","Alarm Phone, Dakhla News, Hespress, Alyaoum 24",4,Western African,"http://bit.ly/2jZELTa, http://bit.ly/2lV0jAV, http://bit.ly/2knMri8, http://bit.ly/2knMri8, http://bit.ly/2jVpbYy, http://bit.ly/2lq9LMl",Western Africa,24.781866727395,-16.246628178823
51979,US-Mexico Border,28,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near congregación Los Rodríguez, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel12",3,Central America,"http://bit.ly/2ZrrKVZ, http://bit.ly/2LiNtFu",Central America,28.720081977572,-100.508130855280
51980,Mediterranean,28,8,2019,1,7,7,100,1,5,1,Presumed drowning,Unspecified location off the coast of Libya,"Mediterranea Saving Humans, IOM Italy",4,Central Mediterranean,https://yhoo.it/32c805o,Uncategorized,34.074975531751,14.804481898594
51982,US-Mexico Border,28,8,2019,1,6,1,14,1,1,1,Dehydration,"Ranch in Dimmit County, Texas, USA","SuperChannel12, Zócalo",3,Northern America,"http://bit.ly/2jSFdCs, http://bit.ly/2kdDqZ4",Northern America,28.411651400000,-99.812493500000
51996,South America,28,8,2019,1,6,1,14,1,1,1,Suicide,"Zámbiza bridge, north of Quito, Ecuador, while en route to Guayaquil, Ecuador","El Universo, Metro Ecuador",3,South America,"http://bit.ly/2lCdA13, http://bit.ly/2kpKx0F",South America,-0.145943800000,-78.445259200000
51978,Mediterranean,27,8,2019,11,29,40,64,1,2,2,Presumed drowing,"Off the coast of Al-Khums, Libya","IOM Libya, MSF, UNHCR",4,Central Mediterranean,"http://bit.ly/30L8ijo, http://bit.ly/2ZoLQzV, http://bit.ly/2NHVTJp",Uncategorized,33.186025070051,14.631463370694
51981,Central America,27,8,2019,1,6,1,14,1,1,1,Unknown,"Ciudad Nicolás Romero, State of Mexico, Mexico","La Tribuna, Abriendo Brecha TV",3,Central America,"https://bit.ly/2lT6K7H, http://bit.ly/2lWcbCL",Central America,19.616203300000,-99.300118100000
52420,US-Mexico Border,27,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Northern America,http://www.humaneborders.info/,Northern America,31.969853700000,-111.427588800000
52431,Mediterranean,27,8,2019,1,6,1,18,1,1,1,Presumed drowning,"Off the coast of Sfax, Tunisia","Tunis Webdo, Xinhua",3,Central Mediterranean,"http://bit.ly/2lXZgQs, http://bit.ly/2khKfZq",Uncategorized,34.794857389741,11.066638902114
51977,Europe,26,8,2019,6,6,6,10,1,6,1,Vehicle Accident,"Near Loutra, Alexandroupoli, Greece",IOM Greece,4,Southern Europe,https://bit.ly/2Zh7d6c,Southern Europe,40.862794800000,26.033687200000
52421,US-Mexico Border,26,8,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,31.586669000000,-111.753637200000
51968,Europe,25,8,2019,1,6,1,11,1,1,1,Vehicle Accident,"Kupa River, near Slatina Pokupska, Croatia","Police Administration Sisak-Moslavina County, Croatian National Radio Television (HRT) via IOM Croatia",4,Southern Europe,"https://bit.ly/329RlQd, https://bit.ly/2ZvA5ad, https://bit.ly/2ZdvD0x",Southern Europe,45.482029519751,16.004001166565
51974,US-Mexico Border,24,8,2019,1,6,1,1,1,1,1,Dehydration,"Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart",3,Northern America,"http://bit.ly/2LdLp1v, http://bit.ly/30J61p5",Northern America,28.411651400000,-99.812493500000
51975,US-Mexico Border,24,8,2019,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,5,Northern America,http://bit.ly/2UfBpcj,Northern America,26.166658691056,-98.337147645366
51976,US-Mexico Border,24,8,2019,1,6,1,14,1,1,1,Unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,5,Northern America,http://bit.ly/2UfBpcj,Northern America,26.869714700000,-97.698227200000
52419,US-Mexico Border,24,8,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.340439000000,-111.778268200000
51965,US-Mexico Border,23,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Lider,3,Central America,"https://bit.ly/30yHJ0J, https://bit.ly/2NDw2SK",Central America,27.596688407404,-99.537284533452
51966,US-Mexico Border,23,8,2019,1,6,1,1,1,1,1,Drowning,"Río Bravo, near Piedras Negras, Coahuila, Mexico",Tiempo,3,Central America,"https://bit.ly/2LcMEhB, https://bit.ly/2PhKCSy",Central America,28.693672861798,-100.510521797740
51967,Europe,23,8,2019,1,6,1,13,1,1,1,Vehicle Accident,"Near Negotino, North Macedonia, on the highway from Gevgelija to Skopje",IOM North Macedonia,4,Southern Europe,https://bit.ly/2ZqSRvi,Southern Europe,41.502661204569,22.090889878296
52418,US-Mexico Border,23,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,31.605656100000,-111.522981700000
51972,US-Mexico Border,22,8,2019,1,6,1,14,1,1,1,Presumed drowing,"Río Bravo, near Havana, Hidalgo County, Texas, USA",US Border Patrol,5,Northern America,http://bit.ly/2UfBpcj,Northern America,26.226310823479,-98.516633818581
51973,Mediterranean,22,8,2019,1,3,4,7,1,1,1,Drowning,"Off the coast of La Línea de la Concepción, Cádiz, Spain - the remains of one man recovered near Punta Europa, Gibraltar","Canal Sur, El Foro de Ceuta, La Voz del Sur, ABC",3,Western Mediterranean,"http://bit.ly/2zsJ3q3, http://bit.ly/329pQpN, http://bit.ly/2Zyb3Hn, http://bit.ly/2Zy4GnF",Uncategorized,36.155426016789,-5.296389510909
52417,US-Mexico Border,22,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.057701900000,-112.143021500000
51971,US-Mexico Border,21,8,2019,2,6,2,14,1,1,1,Skeletal remains,"Ranch south of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,1,Northern America,http://bit.ly/2ZpfG7m,Northern America,26.982052175409,-98.096525608378
51959,US-Mexico Border,20,8,2019,1,1,2,14,1,1,1,Presumed drowning,"Río Bravo near Mudo island in Piedras Negras, Coahuila, Mexico","US Border Patrol, Zócalo, GMN Noticias",5,Central America to US,"http://bit.ly/2Lh5uUB, http://bit.ly/2Zm7oZ8, http://bit.ly/2KSmFx4, https://bit.ly/2zk3nd5, http://bit.ly/2HjwtxJ",Central America,28.710228241930,-100.509740470240
51960,US-Mexico Border,20,8,2019,1,6,1,14,1,1,1,Unknown,"Ranch near El Saucito, Coahuila, Mexico","Zocalo, Super Channel 12",3,Central America to US,"http://bit.ly/2KWleMR, http://bit.ly/2HyeSCz",Central America,28.513027700000,-100.455079600000
51970,US-Mexico Border,20,8,2019,1,6,1,14,1,1,1,Dehydration,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,1,Northern America,http://bit.ly/2ZpfG7m,Northern America,27.049847012246,-98.168535616548
51957,US-Mexico Border,19,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near El Saucito, Guerrero, Coahuila, Mexico","Zocalo, Rancherita del Aire",3,Central America to US,"http://bit.ly/2z9D5uh, http://bit.ly/2MtZZF9",Central America,28.532276939605,-100.402250811240
51958,Middle East,19,8,2019,5,6,5,11,1,3,1,Vehicle Accident,"Unspecified roadway in Acıgöl, Nevsehir, Turkey",IOM Turkey,4,Western Asia,,Western Asia,38.550109000000,34.508887000000
51956,Southeast Asia,18,8,2019,10,6,10,14,6,4,1,Vehicle Accident,"Wang Sombun District, Sa Kaeo Province, Thailand","IOM Thailand, Khaosodenglish",4,South-eastern Asia,"https://bit.ly/2TQ0slO, https://bit.ly/2KY2uwn",South-eastern Asia,13.388819900000,102.117540400000
51964,Europe,18,8,2019,1,6,1,14,1,1,1,Presumed drowing,"Body recovered near Zeebrugge Port, Belgium",Ouest France,3,Calais to United Kingdom,"https://bit.ly/2P9mnWJ, https://bit.ly/31TlbIr, https://bit.ly/2TKfwSj, https://bit.ly/32687PU, https://bit.ly/2pZgKy",Uncategorized,51.355731038751,3.116213492969
51955,Mediterranean,17,8,2019,1,1,2,278,1,2,1,Drowning,"Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya","IOM Libya, Libya Observer",4,Central Mediterranean,http://bit.ly/2YWFF69,Uncategorized,33.140843540490,12.570127875000
52415,US-Mexico Border,17,8,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.127686900000,-112.121001600000
52414,US-Mexico Border,15,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,31.395761300000,-110.187910600000
52413,US-Mexico Border,14,8,2019,1,6,1,14,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.057701900000,-112.143021500000
51952,US-Mexico Border,13,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Presidentes, Piedras Negras, Coahuila, Mexico","La Rancherita der Aire, El Zocalo",3,Central America,"http://bit.ly/2yXZHxF, http://bit.ly/2KxlsuC",Central America,28.679713428365,-100.507124727940
51953,Mediterranean,13,8,2019,1,13,14,1,1,1,1,Unknown,Unspecified location in the Maltese SAR zone in the Mediterranean,IOM Malta,4,Central Mediterranean,"http://bit.ly/2ZUXf6S, https://yhoo.it/2H4ceUQ",Uncategorized,35.084140361617,15.850744875000
51954,US-Mexico Border,13,8,2019,1,6,1,14,1,1,1,Unknown,"Unspecified ranch in Brooks County, Texas near U.S. Highway 281 Border Patrol checkpoint",Breitbart Texas,1,Northern America,http://bit.ly/2Tze30N,Northern America,26.800871463193,-98.101282160961
51951,Central America,12,8,2019,1,6,1,14,1,1,1,Shot,"Kilometer 73 of highway near Guastoya, El Progreso, Guatemala","El Heraldo, La Prensa, Notibomba",3,Central America,"http://bit.ly/2KwcWMt, http://bit.ly/2ZWijKp, http://bit.ly/31Etdof",Central America,14.854359535137,-90.090189456836
52410,US-Mexico Border,12,8,2019,1,6,1,14,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.110862200000,-111.664848600000
52411,US-Mexico Border,12,8,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.124401300000,-111.722357500000
51991,US-Mexico Border,11,8,2019,3,6,3,14,2,1,1,Suffocation,"San Diego County, California, USA","NBC, Kusi News",3,Northern America,"http://bit.ly/2lxwXIJ, http://bit.ly/2ktQLMT",Northern America,32.684859100000,-117.044583700000
51949,US-Mexico Border,10,8,2019,1,6,1,14,1,1,1,Unknown,"Near La Grulla, Starr County, Texas, USA",AP,3,Northern America,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N, https://bit.ly/31GPO3U",Northern America,26.257108089834,-98.636932432800
51950,Central America,10,8,2019,1,6,1,14,1,1,1,Fall from train,"Near Tlacuilolapan, Moloacán, Veracruz, Mexico",Formato 7,3,Central America,"https://bit.ly/2Z7IpIR, https://bit.ly/2Mj2nic",Central America,17.978116665155,-94.268896486816
51947,US-Mexico Border,9,8,2019,1,6,1,14,1,1,1,Unknown,"Ranch near Sarita checkpoint, Kenedy County, Texas, USA",AP,3,Northern America,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,27.198533249885,-97.812651847266
51948,Europe,9,8,2019,1,1,1,19,1,1,1,Drowning,"In the English Channel en route to coast of Kent, England",IOM UK,3,Uncategorized,"https://bbc.in/301GdnG, https://bit.ly/2Z7GOXy",Uncategorized,50.985813319746,1.263302548438
52408,US-Mexico Border,9,8,2019,1,6,1,14,1,1,1,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,31.591246000000,-111.089136500000
52409,US-Mexico Border,9,8,2019,1,6,1,14,1,1,1,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,31.911973400000,-111.882153100000
51945,South America,8,8,2019,1,6,1,14,1,1,1,Fell from truck,"Kilometer 62 of highway from Ibagué en route to Calarca, Colombia","Venezuela al Dia, Voz de America",3,South America,"http://bit.ly/2yRMPcq, http://bit.ly/2KNlA8e",South America,4.420165536445,-75.382909934570
51946,US-Mexico Border,8,8,2019,1,6,1,14,1,1,1,Unknown,"Near Sullivan City, Hidalgo County, Texas, USA",AP,3,Northern America,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,26.270817082003,-98.593158756836
51940,US-Mexico Border,6,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA",Zócalo,1,Northern America,http://bit.ly/31kMaMI,Northern America,28.749602003299,-100.453633473300
51944,US-Mexico Border,6,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",Noticias24Siete,1,Central America,http://bit.ly/2M9Fr4G,Central America,25.879783779872,-97.494390565546
51969,Southeast Asia,6,8,2019,2,6,2,7,1,2,1,Vehicle Accident,"Ko Kha district, Lampang, Thailand","IOM Thailand, Bangkok Post",4,South-eastern Asia,https://bit.ly/30GFadf,South-eastern Asia,18.128807800000,99.345111800000
51938,Mediterranean,5,8,2019,1,2,2,49,1,1,1,Presumed drowing,"Unspecified location between Libya and Lampedusa, Italy","IOM Italy, UNHCR",4,Central Mediterranean,http://bit.ly/2Ko0Rc4,Uncategorized,34.269472676972,12.705224426730
51939,Middle East,5,8,2019,1,6,1,14,1,1,1,Shot,"Syria-Turkey border, near Azmarin, Idlib, Syria","The New Arab, Syrian Observer, Washington Post",3,Western Asia,"http://bit.ly/2OMVTtZ, http://bit.ly/2MMHpYb, http://bit.ly/2Kno8Lj, http://bit.ly/2Lgqwmn",Western Asia,36.056638025335,36.379893894294
52406,US-Mexico Border,5,8,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.481200700000,-111.667840700000
51935,Central America,3,8,2019,1,6,1,14,1,1,1,Hit by train,"Train tracks near colonia Analco, Ramos Arizpe, Coahuila, Mexico","Excélsior, El Heraldo de Saltillo, Diario de México",3,Central America,"http://bit.ly/2TbqPSV, http://bit.ly/2TamEH0, http://bit.ly/2T8D7vz",Central America,25.556799823202,-100.947820623090
51936,Central America,3,8,2019,1,6,1,14,1,1,1,Hit by train,"Train tracks near Puente Tehuantepec 1, near Canticas, Cosoleacaque, Veracruz, Mexico","Al Calor Político, XEU Noticias",3,Central America,"http://bit.ly/2Tfs3Nl, http://bit.ly/2Ksxq7y",Central America,18.093831289622,-94.570061605679
51937,US-Mexico Border,3,8,2019,1,6,1,8,1,1,1,Dehydration,"Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo",5,Northern America,"http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD",Northern America,28.624902866605,-100.158129172730
52422,US-Mexico Border,3,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",Chiapas Sin Censura,1,Northern America,http://bit.ly/2kj0vtm,Northern America,26.166204168380,-98.335677746760
51913,US-Mexico Border,2,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near El Patinadero, Parque Viveros, Tamaulipas, Mexico","La Jornada, Vox Pópuli, El Mañana",3,Central America,"http://bit.ly/2KhTKSs, http://bit.ly/2OGcSOA, http://bit.ly/2MG0AmG",Central America,27.479457459751,-99.479084887306
51914,Central America,2,8,2019,1,6,1,14,1,1,1,Cardiac arrest,"5ª Oriente between 7ª and 9ª Norte, Tapachula, Chiapas, Mexico","Fiscalía General del Estado, ADN Cuba, Debate",5,Central America,"http://bit.ly/31jGWAY, http://bit.ly/31gRPDt, http://bit.ly/2YMFHMQ",Central America,14.905556700000,-92.263413600000
51915,US-Mexico Border,2,8,2019,1,6,1,1,1,1,1,Drowning,"Río Bravo, near Presa Internacional Anzaldúas, Reynosa, Tamaulipas, Mexico","Excélsior, Milenio",3,Central America,"http://bit.ly/2T6wOZa, http://bit.ly/2ZxWZdZ",Central America,26.137927499760,-98.335083318429
51916,US-Mexico Border,2,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Multimedios, Milenio",3,Central America,"http://bit.ly/31hPGHK, http://bit.ly/2ZxWZdZ",Central America,26.143086411111,-98.328974527383
51917,US-Mexico Border,2,8,2019,1,6,1,14,1,1,1,Dehydration,"Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo",3,Northern America,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,28.908961809038,-100.600107187710
51934,Mediterranean,2,8,2019,1,6,1,14,1,1,1,Drowning,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,4,Western Mediterranean,http://bit.ly/2Kq2x3C,Uncategorized,35.244430799903,-3.171523489268
51983,Mediterranean,2,8,2019,1,6,1,14,1,1,1,Drowning,"Body recovered off Cala del Desnarigado, Ceuta, Spain","El Faro de Ceuta, Ceuta TV",3,Western Mediterranean,"http://bit.ly/2lsbkJO, http://bit.ly/2kdVTVr",Uncategorized,35.892832797356,-5.281629242047
51911,US-Mexico Border,1,8,2019,1,6,1,1,1,1,1,Sickness,"Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso",US Border Patrol,5,Northern America,"http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A",Northern America,32.348230000000,-108.745486700000
51912,US-Mexico Border,1,8,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Vox Pópuli",3,Central America,"http://bit.ly/2KhTKSs, http://bit.ly/2MDWviQ",Central America,27.476619774726,-99.481808951156
51906,Central America,31,7,2019,1,6,1,9,1,1,1,Shot,"Train tracks near Casa del Migrante de Saltillo, Coahuila, Mexico",Casa del Migrante de Saltillo,4,Central America,"http://bit.ly/2Zo6Naj, http://bit.ly/2Ma7L6T",Central America,25.406105756861,-101.023817863880
51908,US-Mexico Border,31,7,2019,1,6,1,14,1,1,1,Dehydration,"La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo",3,Northern America,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,28.788046840156,-100.399340051310
51909,Europe,31,7,2019,1,6,1,14,1,1,1,Unknown,"Velika Kladuša, Bosnia and Herzegovina, near border with Croatia","AP, ANSA",3,Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,45.188659376355,15.792659899916
51910,Europe,31,7,2019,1,6,1,14,1,1,1,Hit by train,"Train tracks near Bihac, Bosnia and Herzegovina","AP, ANSA",3,Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,44.819532705347,15.886675625029
51932,Central America,31,7,2019,1,6,1,14,1,1,1,Hit by train,"Train tracks near colonia Adolfo López Mateos, Coatzacoalcos, Veracruz, Mexico","Imagen del Golfo, Al Calor Político",3,Central America,"http://bit.ly/33uO7rY, http://bit.ly/2ZHwQcL",Central America,18.122947113580,-94.428417813531
51933,US-Mexico Border,31,7,2019,2,6,2,14,1,1,1,Unknown,"Different locations in Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,1,Northern America,http://bit.ly/33menV4,Northern America,27.081117540308,-98.200171188456
51905,Horn of Africa,30,7,2019,1,15,15,78,1,1,1,"Dehydration, Starvation, Drowning","Gulf of Aden, off the coast of Al Buraiqeh, Yemen",IOM Yemen,4,Western Asia,http://bit.ly/2SRODeG,Western Asia,12.666870541656,44.740286808419
51903,US-Mexico Border,29,7,2019,1,6,1,1,1,1,1,Drowning,"Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre",5,Northern America,"http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG",Northern America,31.710822977115,-106.368404026530
51904,US-Mexico Border,29,7,2019,1,6,1,2,1,1,1,Drowning,"Río Bravo, near Ejido Madero del Río, Ciudad Acuña, Coahuila, Mexico","La Voz de Coahuila, El Siglo de Torreón",3,Central America,"http://bit.ly/31cjPZ7, http://bit.ly/2Khaqs5",Central America,29.243763633996,-100.795425353080
51931,US-Mexico Border,29,7,2019,1,6,1,14,1,1,1,Skeletal remains,"Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,1,Northern America,http://bit.ly/33menV4,Northern America,27.009070649842,-98.076525118501
51892,Europe,28,7,2019,1,6,1,14,1,1,1,Drowning,"Evros/Meriç river, near Aristino, Greece",E-Evros,1,Southern Europe,http://bit.ly/2SNfCYT,Southern Europe,40.840002243105,26.215655703007
51902,US-Mexico Border,28,7,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Calle Chihuahua, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Milenio",3,Central America,"http://bit.ly/2KeShv7, http://bit.ly/2KeSNcx",Central America,27.471696385531,-99.483042038298
51930,US-Mexico Border,28,7,2019,1,6,1,14,1,1,1,Unknown,"Ranch north of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,1,Northern America,http://bit.ly/33menV4,Northern America,27.276826238812,-98.061468795878
51901,US-Mexico Border,27,7,2019,1,6,1,1,1,1,1,Dehydration,"Body recovered along the boundary of the Barry M. Goldwater Bombing Range, Yuma County, Arizona, USA",KYMA,1,Northern America,http://bit.ly/331wTlK,Northern America,32.403532528465,-113.705843930820
51943,US-Mexico Border,27,7,2019,4,6,4,14,1,1,1,Drowning,"El Centro, Imperial County, California, USA",Desert Sun,1,Northern America,https://bit.ly/33zJAEx,Northern America,32.757037478041,-115.566391980990
51894,Mediterranean,25,7,2019,69,81,150,134,1,1,1,Drowning,"Unspecified location off the coast of Al-Khums, Libya","IOM Libya, UNHCR Libya, MSF",4,Central Mediterranean,https://twitter.com/IOM_Libya/status/1154383880075583488,Uncategorized,32.834432719848,14.624344026235
51895,US-Mexico Border,25,7,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Santa Ana National Wildlife Refugee, Hidalgo County, Texas, USA","El Mañana, Zócalo, Noticias al Día",3,Northern America,"http://bit.ly/2yopgYc, http://bit.ly/2SK5os4, http://bit.ly/2mZlkLG",Northern America,26.054200041735,-98.141739029125
51890,Mediterranean,24,7,2019,1,6,1,14,1,1,1,Drowning,"Off the coast of Al-Hoceima, Morocco (Alboran Sea)",Salua El Omari,1,Western Mediterranean,http://bit.ly/2SziE2K,Uncategorized,35.303407863438,-3.925795900205
52404,US-Mexico Border,24,7,2019,1,6,1,14,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,32.057701900000,-112.143021500000
51888,Mediterranean,23,7,2019,1,6,1,14,1,1,1,Drowning,"Off the coast of El Tarajal, Ceuta, Spain","Europa Press, El Faro de Ceuta",3,Western Mediterranean,"http://bit.ly/2YgZpMm, http://bit.ly/2K0bVef",Uncategorized,35.872671290563,-5.340692227750
51889,Mediterranean,23,7,2019,1,1,1,8,1,1,1,Drowning,"Off the coast of Bodrum, Turkey","Turkish Coast Guard via IOM Turkey, Alarm Phone, Daily Sabah",5,Eastern Mediterranean,"https://bit.ly/2JUmjE8, http://bit.ly/30XKisX",Uncategorized,36.943265558429,27.403303047554
