Web ID,Region of Incident,Reported day,Reported Month,Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,URL,UNSD Geographical Grouping,Longitude,Latitude
44840,US-Mexico Border,10,4,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://humaneborders.info/,Northern America,31.916318900000,-112.935779900000
44841,US-Mexico Border,10,4,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://humaneborders.info/,Northern America,31.442121100000,-111.257139800000
51000,Sub-Saharan Africa,10,4,2018,1,6,1,14,1,1,1,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.652021000000,-8.027912000000
51001,Sub-Saharan Africa,10,4,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.446820000000,-11.437940000000
44753,Mediterranean,9,4,2018,6,30,36,10,1,1,1,Presumed drowning,"Off the coast of Houara, 20km south of Tangiers, Morocco","EFE, Caminando Fronteras, eldiario.es",3,Western Mediterranean,"https://bit.ly/2HptqDa, https://bit.ly/2IPJAoR, https://bit.ly/2v7BaY1",Uncategorized,35.565324311662,-6.015228714063
44754,Southeast Asia,9,4,2018,7,6,7,46,6,1,1,Vehicle Accident,"Highway 12, outside Mae Sot, Thailand","Bangkok Post, Reuters",3,South-eastern Asia,"https://bit.ly/2JzESg6, https://bit.ly/2v0Z6fx, https://reut.rs/2H7dZSe, https://reut.rs/2H9QEiO, https://bit.ly/2GUWhOz",South-eastern Asia,16.775182600000,98.704075000000
44755,Europe,9,4,2018,1,6,1,1,1,1,1,Drowning,"Kolpa/Kupa river, Črnomelj, Slovenia, on border with Croatia","Slovenian Police via IOM Slovenia, DELO",5,Western Balkans,https://bit.ly/2v1hMff,Southern Europe,45.569440837456,15.299164030957
45801,US-Mexico Border,9,4,2018,1,6,1,14,1,1,1,Skeletal remains,"King Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,4,Central America to US,,Northern America,26.976823400000,-98.065300600000
50998,Sub-Saharan Africa,9,4,2018,2,6,2,14,1,2,1,Dehydration,"Dao, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,20.551440000000,13.553540000000
50999,Sub-Saharan Africa,9,4,2018,2,6,2,14,1,1,1,"Sickness and lack of access to medicines, Starvation","Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,22.710323000000,12.347526000000
50995,Sub-Saharan Africa,8,4,2018,4,6,4,14,1,1,1,"Dehydration, Harsh weather/lack of adequate shelter","Garin Kowa, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.706984000000,8.820615000000
50996,North Africa,8,4,2018,2,6,2,14,1,2,1,"Sickness and lack of access to medicines, Starvation, Dehydration",Algerian Mauritanian border,Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,26.027170000000,-5.976602000000
50997,Sub-Saharan Africa,8,4,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Kaya, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,13.088480000000,-1.084960000000
50991,North Africa,7,4,2018,3,6,3,14,1,1,1,Unknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,32.780888000000,12.476661000000
50992,Sub-Saharan Africa,7,4,2018,3,6,3,14,1,1,1,Shot or stabbed,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,21.325198000000,11.776809000000
50993,Sub-Saharan Africa,7,4,2018,6,6,6,14,1,1,1,"Starvation, Dehydration, Harsh weather/lack of adequate shelter","Garin Kowa, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.706984000000,8.831601000000
50994,Sub-Saharan Africa,7,4,2018,1,6,1,14,1,1,1,Vehicle Accident,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.446820000000,-11.437940000000
44711,Mediterranean,6,4,2018,1,6,1,14,1,1,1,Drowning,"Playa de Jabonera, Tarifa, Cádiz, Spain","Diario de Cádiz, Europapress, EFE",3,Western Mediterranean,"https://bit.ly/2GJVwf0, https://bit.ly/2H6xxGf, https://bit.ly/2qh0shj",Uncategorized,36.007378006886,-5.595094154956
44713,North Africa,6,4,2018,1,6,1,14,1,1,1,Hit by truck,"Port of Ceuta, Spain","El Faro de Ceuta, Ceuta Actualidad",3,Northern Africa,"https://bit.ly/2qj83Lo, https://bit.ly/2qfCaEh, https://bit.ly/2JrcQU1, https://bit.ly/2qgqGzR",Northern Africa,35.896119934234,-5.321322894751
44752,Southeast Asia,6,4,2018,2,8,10,5,1,1,1,"Starvation, Presumed drowning","Andaman Sea, off the coast of southern Thailand","IOM Indonesia, UNHCR, AFP",4,South-eastern Asia,"https://bit.ly/2uSVAnm, https://www.iom.int/news/iom-steps-aid-new-rohingya-boat-arrivals-indonesia, https://www.unhcr.org/protection/migration/5d91e2564/refugee-movements-south-east-asia-2018-june-2019.html",South-eastern Asia,9.233987577929,97.905275068750
44839,US-Mexico Border,6,4,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://humaneborders.info/,Northern America,32.044614200000,-112.369388900000
50989,North Africa,6,4,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,23.920992000000,14.233764000000
50990,Sub-Saharan Africa,6,4,2018,1,6,1,14,1,1,1,Shot or stabbed,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.305456000000,-0.088230000000
44774,North Africa,5,4,2018,1,5,6,14,1,1,1,Drowning,"Off the coast of Saint Louis, Commune de Gandiol, Senegal","Ndari Info, Caminando Fronteras",1,Western African,"https://bit.ly/2ICuHWO, https://bit.ly/2HazmSA",Western Africa,16.044509232393,-16.636998584766
44876,Middle East,5,4,2018,1,6,1,14,1,1,1,Shot,"Syria-Turkey border, near Darkush, Idlib Governorate, Syria",Syrian Observatory for Human Rights,4,Western Asia,http://www.syriahr.com/en/?p=88676,Western Asia,36.003232158569,36.369436184473
50988,North Africa,5,4,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,19.513198000000,26.137377000000
45759,Europe,4,4,2018,1,6,1,2,1,1,1,Presumed drowning,"Evros/Meriç river, Greece-Turkey border",UNHCR,4,Southern Europe,https://bit.ly/2MlzCgt,Southern Europe,40.895695488420,26.252389505493
45732,US-Mexico Border,3,4,2018,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near 1144 International Boulevard, Hidalgo, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office, Desaparecidos y sin reclamar en la frontera",5,Central America to US,https://www.facebook.com/Desaparecidosysinreclamarenlafrontera/posts/1833316786978261,Northern America,26.117150368913,-98.265632757178
45767,US-Mexico Border,3,4,2018,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near 1145 International Boulevard, Hidalgo, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,,Northern America,26.116887473702,-98.265781255325
44710,Mediterranean,2,4,2018,1,6,1,14,1,1,1,Presumed drowning,"6 nautical miles northwest of Port of Bouzedjar, Ain Témouchent, Algeria","Liberté, Ouest Tribune",3,Western Mediterranean,"https://bit.ly/2Hjz0a1, https://bit.ly/2IFjxkf",Uncategorized,35.635369791472,-1.325146605078
45800,US-Mexico Border,2,4,2018,1,6,1,14,1,1,1,Unknown,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,4,Central America to US,,Northern America,27.119257900000,-98.229129300000
44693,Mediterranean,1,4,2018,7,4,11,1,1,1,1,Drowning,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","IOM Spain, Salvamento Marítimo, El Mundo",5,Western Mediterranean,"https://bit.ly/2EddpwF, https://bit.ly/2GS3tye, https://bit.ly/2uMxECe, https://bit.ly/2GzE74U, https://bit.ly/2GMdoCb, https://bit.ly/2Kf0Kxq, https://bit.ly/2Fid6kT",Uncategorized,35.977554386570,-5.768318886719
44694,Mediterranean,1,4,2018,1,6,1,14,1,1,1,Presumed drowning,"Off the coast of Al-Hoceima, Morocco","EFE, Yabiladi",3,Western Mediterranean,"https://bit.ly/2GtFQwv, https://bit.ly/2GTiMXz",Uncategorized,35.307342028997,-3.957839329297
44709,Mediterranean,1,4,2018,1,6,1,14,1,1,1,Presumed drowning,"Near Isles Habibas, Ain Témouchent, Algeria","Réflexion, DK News, Ouest Tribune",3,Western Mediterranean,"https://bit.ly/2JwAWNg, https://bit.ly/2GM739M, https://bit.ly/2IFjxkf",Uncategorized,35.724826606545,-1.134878620654
45799,US-Mexico Border,1,4,2018,1,6,1,14,1,1,1,Unknown,"King Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,4,Central America to US,,Northern America,27.034872400000,-98.067233800000
50985,North Africa,1,4,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.279137000000,23.625065000000
50986,North Africa,1,4,2018,2,6,2,14,1,1,1,"Starvation, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,23.231251000000,17.562751000000
50987,North Africa,1,4,2018,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,25.279471000000,14.398986000000
44708,Mediterranean,31,3,2018,1,6,1,14,1,1,1,Presumed drowning,"West of Plage Sbiaat, Commune de M'Said, Ain Témouchent, Algeria","Réflexion, DK News, Ouest Tribune",3,Western Mediterranean,"https://bit.ly/2JwAWNg, https://bit.ly/2GM739M, https://bit.ly/2IFjxkf",Uncategorized,35.400122962293,-1.258784939648
50982,North Africa,31,3,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,19.635357000000,27.103538000000
50983,North Africa,31,3,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Suffocation","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,31.723048000000,14.025968000000
50984,North Africa,31,3,2018,2,6,2,14,1,2,1,"Suffocation, Vehicle Accident","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.143170000000,23.823002000000
44697,Southeast Asia,30,3,2018,20,6,20,27,18,2,1,Vehicle Accident,"Tak Province, Thailand","IOM Thailand, AP",4,South-eastern Asia,https://wapo.st/2GtSGqA,South-eastern Asia,16.899101587435,99.134089546094
44698,Middle East,30,3,2018,17,6,17,33,1,1,1,Vehicle Accident,"Iğdır province, Turkey, near border with Armenia","Reuters, La Vanguardia",3,Western Asia,"https://reut.rs/2Ip7Gq4, https://bit.ly/2q75Na2",Western Asia,39.944335244415,43.986297071289
50980,Sub-Saharan Africa,30,3,2018,2,6,2,14,1,2,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Between Seguedine and Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,18.885804000000,13.024653000000
50981,Horn of Africa,30,3,2018,1,6,1,14,1,1,1,Shot or stabbed,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Eastern Africa,http://www.mixedmigration.org/4mi/,Eastern Africa,-0.310591000000,42.396130000000
44692,Mediterranean,29,3,2018,1,7,7,14,1,7,1,Presumed drowning,"Unspecified location in the Gibraltar Strait, between Morocco and Spain",Caminando Fronteras,4,Western Mediterranean,https://bit.ly/2Ej7nL0,Uncategorized,35.961994206451,-5.382424111328
44696,Sub-Saharan Africa,29,3,2018,6,6,6,108,2,3,1,Vehicle Accident,"Kilometer 9 marker on highway near Ngara, Kagera Region, Tanzania",IOM Tanzania,4,Eastern Africa,https://bit.ly/2GXjIYq,Eastern Africa,-2.497341984525,30.668877524512
45736,US-Mexico Border,29,3,2018,1,6,1,14,1,1,1,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","Consulado de México en Calexico, Imperial County Coroner's Office",5,Central America to US,,Northern America,32.653601967644,-115.656353535580
45766,US-Mexico Border,29,3,2018,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,,Northern America,26.182987778393,-98.405593392773
50979,North Africa,29,3,2018,2,6,2,14,2,1,2,Fall from vehicle,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.610678000000,27.916851000000
44682,Europe,28,3,2018,1,6,1,14,1,1,1,Vehicle Accident,"Died in Hopital Claude Huriez, Lille, France, after jumping from a truck on a motorway near Port of Calais, France ","Le Parisien, La Voix du Nord",3,Calais to United Kingdom,"https://bit.ly/2pPsjnL, https://bit.ly/2GikD4n",Western Europe,50.610968300000,3.034904500000
44707,US-Mexico Border,28,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://humaneborders.info/,Northern America,32.091909170874,-112.994825761720
45765,US-Mexico Border,28,3,2018,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near Garza Avenue / West Military Road, La Joya, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,,Northern America,26.218109622769,-98.482653294165
50977,North Africa,28,3,2018,2,6,2,14,1,2,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,26.920845000000,14.357962000000
50978,Sub-Saharan Africa,28,3,2018,2,6,2,14,1,1,1,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,11.180320000000,-4.294660000000
44704,US-Mexico Border,27,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.017756700000,-112.164876400000
44706,US-Mexico Border,27,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://humaneborders.info/,Northern America,32.371764900000,-112.860693000000
45764,US-Mexico Border,27,3,2018,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,,Northern America,26.235224737159,-98.521416750354
50974,North Africa,27,3,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,19.635357000000,27.103538000000
50975,North Africa,27,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.610678000000,27.916851000000
50976,Sub-Saharan Africa,27,3,2018,4,6,4,14,2,1,1,Vehicle Accident,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,10.486490000000,-5.652830000000
44681,Central America,26,3,2018,1,6,1,14,1,1,1,"Hit by train, Train Accident","Train tracks between Bulevar Rodríguez Triana and Calle Ferrocarril, Las Julietas de Torreón, Coahuila, Mexico","Milenio, Multimedios",3,Central America to US,"https://bit.ly/2GCX2ih, https://bit.ly/2pQ3GIr",Central America,25.500611274885,-103.407768083350
44683,Central America,26,3,2018,2,3,5,4,1,1,1,Drowning,"Bodies retrieved in Playa Morales and Playa Cascajal, Puerto Obaldía, Guna Yala, Panama","Servicio Nacional de Fronteras, Ministerio de Seguridad Pública de Panamá",5,Central America,"https://bit.ly/2pMBOnw, http://www.senafront.gob.pa/notas/2018/marzo/migrantes.html, https://bit.ly/2HoHAEv",Central America,8.666783134338,-77.419983786369
44695,Central America,26,3,2018,1,6,1,14,1,1,1,Fall from train,"Train tracks near Éjido Luna, Escárcega, Campeche, Mexico",Tribuna de Campeche,1,Central America,https://bit.ly/2GU4J3E,Central America,18.289917622304,-90.902274513245
50972,Sub-Saharan Africa,26,3,2018,2,6,2,14,1,2,1,"Starvation, Dehydration","Unspecified location in the Indian Ocean, off the coast of Tanzania",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Eastern Africa,http://www.mixedmigration.org/4mi/,Eastern Africa,-8.798085000000,40.785291000000
50973,Sub-Saharan Africa,26,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.975204000000,7.965108000000
44679,US-Mexico Border,24,3,2018,1,6,1,14,1,1,1,Suicide,"Body found in Mexicali, Baja California, Mexico","La Jornada, Diario de México",3,Central America to US,"https://bit.ly/2pPq6sj, https://bit.ly/2IZoMMl",Central America,32.624538900000,-115.452262300000
44680,Europe,24,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sant'Anna Hospital in Turin, Italy, after being rejected on the France-Italy border","Corriere della Sera, France Soir",3,Italy to France,"https://bit.ly/2DV7ah3, https://bit.ly/2pF3rzV",Southern Europe,45.036023300000,7.674031500000
44828,Europe,24,3,2018,2,6,2,14,1,2,1,Violence,"Bodies found in an abandoned building near Potamos, outside Alexandroupolis, Greece, near border with Turkey",AP,3,Southern Europe,"https://bit.ly/2DX9JiA, https://bit.ly/2x67T0J",Southern Europe,40.857735248188,25.886080446033
50970,North Africa,24,3,2018,2,6,2,14,1,2,1,"Sickness and lack of access to medicines, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,24.322071000000,13.740103000000
50971,North Africa,24,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.610678000000,27.916851000000
44703,US-Mexico Border,23,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.914713900000,-111.965332300000
50964,North Africa,23,3,2018,1,6,1,14,1,1,1,Unknown,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.693161000000,23.974745000000
50965,North Africa,23,3,2018,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,19.635357000000,27.103538000000
50966,North Africa,23,3,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation","Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,31.986596000000,20.297225000000
50967,Sub-Saharan Africa,23,3,2018,1,6,1,14,1,1,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,13.306580000000,-4.892490000000
50968,Sub-Saharan Africa,23,3,2018,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.669425000000,-7.909603000000
50969,Sub-Saharan Africa,23,3,2018,1,6,1,14,1,1,1,Excessive Physical Abuse,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,10.486490000000,-5.652830000000
44678,US-Mexico Border,22,3,2018,1,6,1,14,1,1,1,Drowning,"Rio Bravo, La Playita, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, HCH",3,Central America to US,"https://bit.ly/2pHNXKD, https://bit.ly/2Gh6STN",Central America,26.122863641117,-98.325093293462
49465,South Asia,22,3,2018,1,6,1,14,1,1,1,Shot or stabbed,"Iran, near the border with Turkey",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Asia,http://www.mixedmigration.org/4mi/,Western Asia,37.503188000000,44.796086000000
50960,North Africa,22,3,2018,1,6,1,14,1,1,1,Shot or stabbed,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,26.999031000000,14.424901000000
50961,North Africa,22,3,2018,7,6,7,14,1,2,1,"Starvation, Dehydration","Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,32.788441000000,12.489750000000
50962,Sub-Saharan Africa,22,3,2018,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,20.833144000000,11.236350000000
50963,Sub-Saharan Africa,22,3,2018,1,6,1,14,1,1,1,Unknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.975204000000,7.965108000000
44701,US-Mexico Border,21,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.163190400000,-112.998958600000
44702,US-Mexico Border,21,3,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.300134900000,-111.573646100000
50959,North Africa,21,3,2018,2,6,2,14,2,1,1,Vehicle Accident,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.943709000000,27.672666000000
44676,Mediterranean,20,3,2018,1,6,1,14,1,1,1,Presumed drowning,"Body found on the shore of Tripoli, Libya",IOM Libya,4,Central Mediterranean,,Uncategorized,32.908397062094,13.256741284619
45798,US-Mexico Border,20,3,2018,1,6,1,14,1,1,1,Unknown,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,4,Central America to US,,Northern America,27.064593600000,-98.144349100000
46142,Europe,20,3,2018,1,6,1,14,1,1,1,Hit by vehicle,"Akti Drimeon Avenue in Patras, Greece","IOM Greece, MSF Greece",4,Southern Europe,https://bit.ly/2RRfEh0,Southern Europe,38.277998000000,21.764864000000
50957,Sub-Saharan Africa,20,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.975204000000,7.965108000000
50958,Sub-Saharan Africa,20,3,2018,2,6,2,14,1,1,1,Excessive Physical Abuse,"Bandiagara, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.351270000000,-3.608040000000
44670,East Asia,19,3,2018,3,6,3,14,1,2,1,Presumed drowning,"Bodies found on beach in Taiwan's eastern coast, between Pingtung and Taitung County","Taiwan Coast Guard Administration, VN Express, BBC Vietnamese",5,Eastern Asia,"http://bit.ly/2pmULOe, http://bit.ly/2GHKWlA, http://bbc.in/2DEqUpb",Eastern Asia,22.237085694900,120.955253840630
49463,South Asia,19,3,2018,2,6,2,14,2,1,1,"Dehydration, Shot or stabbed","Unspecified location near border, Iran",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,http://www.mixedmigration.org/4mi/,Southern Asia,33.315683000000,59.991135000000
49464,South Asia,19,3,2018,2,6,2,14,2,1,1,"Starvation, Shot or stabbed","Unspecified location near border, Iran",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,http://www.mixedmigration.org/4mi/,Southern Asia,27.684568000000,62.705671000000
49466,South Asia,19,3,2018,1,6,1,14,1,1,1,Suffocation,"West Bengal, India",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Southern Asia,http://www.mixedmigration.org/4mi/,Southern Asia,22.904814000000,87.914411000000
50955,North Africa,19,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,23.311991000000,18.010010000000
50956,Sub-Saharan Africa,19,3,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,13.436756000000,-6.242715000000
44671,Mediterranean,18,3,2018,1,6,1,14,1,1,1,Drowning,"Body recovered on a beach in Rota, Cádiz, Spain","Guardia Civil, Europa Press",5,Western Mediterranean,http://bit.ly/2FS0mql,Uncategorized,36.619003063120,-6.364435634424
44712,US-Mexico Border,18,3,2018,1,6,1,14,1,1,1,Drowning,Unspecified location in the Río Bravo,La Nueva Radio Ya,1,Central America to US,https://bit.ly/2GK2uAX,Northern America,28.775431163322,-100.532556052990
